movie_ID,IMDB_ID,title,vote_average,vote_count,status,Release Date,Budget,Revenue,Popularity,Runtime,Language,Genres,Production Companies,Director,Top Cast,Keywords,Profit,Year,Distance From Mean
335787,tt1464335,Uncharted,6.9,6205,Released,2022-02-10,120000000,407141258,10.0277,116,en,"Action, Adventure","Columbia Pictures, Atlas Entertainment, PlayStation Productions, Arad Productions",Ruben Fleischer,"Tom Holland, Mark Wahlberg, Sophia Ali","lighter, treasure hunt, treasure map, based on video game, lost treasure, duringcreditsstinger, missing relative, assertive",287141258,2022,220259937.68673518
87101,tt1340138,Terminator Genisys,5.939,8524,Released,2015-06-23,155000000,440603537,12.5862,126,en,"Science Fiction, Action, Thriller, Adventure","Paramount Pictures, Skydance Media, Annapurna Pictures",Alan Taylor,"Emilia Clarke, Jai Courtney, Arnold Schwarzenegger","future, artificial intelligence (a.i.), saving the world, cyborg, killer robot, dystopia, time travel, sequel, robot, duringcreditsstinger",285603537,2015,218722216.68673518
282035,tt2345759,The Mummy,5.515,7298,Released,2017-06-06,125000000,409231607,5.5855,111,en,"Fantasy, Thriller, Action, Adventure, Horror","Secret Hideout, Universal Pictures, Conspiracy Factory, dentsu, Perfect World Pictures, Alphaville Films",Alex Kurtzman,"Tom Cruise, Annabelle Wallis, Sofia Boutella","egypt, monster, supernatural, mummy, remake, tomb, egyptian mythology, dark universe",284231607,2017,217350286.68673518
259693,tt3065204,The Conjuring 2,7.29,8541,Released,2016-06-08,40000000,322811702,12.0482,134,en,Horror,"New Line Cinema, The Safran Company, Atomic Monster, RatPac Entertainment",James Wan,"Patrick Wilson, Vera Farmiga, Madison Wolfe","london, england, england, 1970s, spirit, single mother, demon, paranormal investigation, demonic possession, ghost, christmas, valak, the conjuring universe",282811702,2016,215930381.68673518
566525,tt9376612,Shang-Chi and the Legend of the Ten Rings,7.525,9656,Released,2021-09-01,150000000,432243292,15.4962,132,en,"Action, Adventure, Fantasy, Science Fiction",Marvel Studios,Destin Daniel Cretton,"Simu Liu, Tony Leung, Awkwafina","martial arts, superhero, based on comic, mixed martial arts (mma), east asian lead, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), mysterious, father son relationship",282243292,2021,215361971.68673518
153518,tt1985949,The Angry Birds Movie,6.2,3717,Released,2016-05-11,73000000,349779543,8.403,97,en,"Animation, Adventure, Comedy, Family","Columbia Pictures, Rovio Entertainment, Rovio Animation",Clay Kaytis,"Jason Sudeikis, Josh Gad, Danny McBride","island, pig, villain, rivalry, based on video game, creature feature, duringcreditsstinger, anger management, animal kingdom, bird, creature comedy, action",276779543,2016,209898222.68673518
575264,tt9603212,Mission: Impossible - Dead Reckoning Part One,7.534,4128,Released,2023-07-08,291000000,567535383,24.4579,164,en,"Action, Adventure","Paramount Pictures, Skydance Media, TC Productions",Christopher McQuarrie,"Tom Cruise, Hayley Atwell, Ving Rhames","race against time, mission, rome, italy, chase, secret mission, secret agent, sequel, intelligence agency, rogue agent, based on tv series, secret government agency, northern norway, action",276535383,2023,209654062.68673518
68735,tt0803096,Warcraft,6.384,6888,Released,2016-05-25,160000000,433677183,7.2631,123,en,"Action, Adventure, Fantasy","Legendary Pictures, Atlas Entertainment, Blizzard Entertainment, Tencent Pictures, Huayi Brothers Pictures, Taihe Entertainment, China Film Group Corporation, Media Corporation, Taurus Film, Universal Pictures",Duncan Jones,"Travis Fimmel, Paula Patton, Ben Foster","orcs, elves, magic, portal, betrayal, world of warcraft, king, guardian, based on video game, wizard, chieftain, fictional language, warrior, clans, horde, live action and animation, muscles, warcraft, sword and sorcery, mage, dwarves, fictional world, gryphon, evil sorcerer, draining souls",273677183,2016,206795862.68673518
546554,tt8946378,Knives Out,7.844,12755,Released,2019-11-27,40000000,312897920,13.9604,131,en,"Comedy, Crime, Mystery","Lionsgate, MRC, T-Street",Rian Johnson,"Daniel Craig, Chris Evans, Ana de Armas","immigrant, detective, massachusetts, investigation, big family, mansion, whodunit, family home, murder mystery, neo-noir, privilege, absurd, suspenseful",272897920,2019,206016599.68673518
447277,tt5971474,The Little Mermaid,6.3,3033,Released,2023-05-18,297000000,569626289,13.9685,135,en,"Adventure, Family, Fantasy, Romance","Walt Disney Pictures, Lucamar Productions, Marc Platt Productions",Rob Marshall,"Halle Bailey, Jonah Hauer-King, Melissa McCarthy","witch, mermaid, musical, based on fairy tale, live action remake",272626289,2023,205744968.68673518
173897,tt2592614,Resident Evil: The Final Chapter,6.107,3248,Released,2016-12-23,40000000,312242626,0.5135,107,en,"Action, Horror, Science Fiction","Screen Gems, Constantin Film, Impact Pictures, Davis Films",Paul W. S. Anderson,"Milla Jovovich, Iain Glen, Ali Larter","helicopter, monster, underground, dystopia, mutant, post-apocalyptic future, sequel, end of the world, female soldier, zombie, armageddon, based on video game, heroine, resident evil",272242626,2016,205361305.68673518
458156,tt6146586,John Wick: Chapter 3 - Parabellum,7.443,10899,Released,2019-05-15,55000000,326709727,14.1259,131,en,"Action, Thriller, Crime","Thunder Road, Lionsgate, 87Eleven",Chad Stahelski,"Keanu Reeves, Halle Berry, Ian McShane","new york city, martial arts, bratva (russian mafia), casablanca, morocco, secret society, morocco, secret organization, black humor, sahara desert, sequel, organized crime, one man army, consequences, professional assassin, baba yaga, dog man friendship",271709727,2019,204828406.68673518
399566,tt5034838,Godzilla vs. Kong,7.577,10155,Released,2021-03-24,200000000,470116094,9.6326,114,en,"Action, Science Fiction, Adventure",Legendary Pictures,Adam Wingard,"Alexander Skarsgård, Rebecca Hall, Kaylee Hottle","giant monster, dinosaur, creature feature, kaiju, sign languages, giant ape, godzilla, robot dinosaur, king kong",270116094,2021,203234773.68673518
381288,tt4972582,Split,7.341,17595,Released,2017-01-19,9000000,278454358,13.0656,117,en,"Horror, Thriller","Blinding Edge Pictures, Blumhouse Productions",M. Night Shyamalan,"James McAvoy, Anya Taylor-Joy, Betty Buckley","child abuse, philadelphia, pennsylvania, kidnapping, gore, sequel, stalking, teenage girl, super power, mental illness, split personality, multiple personality, traumatic childhood, dissociative identity disorder, defiant",269454358,2017,202573037.68673518
47971,tt1293847,xXx: Return of Xander Cage,6.133,9011,Released,2017-01-13,85000000,346118277,11.1249,107,en,"Action, Adventure, Crime","Rox Productions, Revolution Studios, Maple Cage Productions, Huahua Media, Roth-Kirschenbaum Films, Shanghai Film Group, One Race, Paramount Pictures",D.J. Caruso,"Vin Diesel, Donnie Yen, Ruby Rose","airplane, tattoo, spy, extreme sports, parachute, secret agent, swimming pool, sequel, back from the dead, dominican republic, frantic, free fall, intense, amused",261118277,2017,194236956.68673518
254470,tt2848292,Pitch Perfect 2,6.9,5329,Released,2015-05-07,29000000,287144079,5.0249,115,en,"Comedy, Music","Brownstone Productions, Gold Circle Films, Universal Pictures",Elizabeth Banks,"Anna Kendrick, Brittany Snow, Hailee Steinfeld","sequel, singer, audition, group of friends, duringcreditsstinger, singing competition, woman director, acapella",258144079,2015,191262758.68673518
615656,tt9224104,Meg 2: The Trench,6.449,3549,Released,2023-08-02,129000000,384056482,14.1879,116,en,"Action, Science Fiction, Horror","Apelles Entertainment, Warner Bros. Pictures, di Bonaventura Pictures, CMC Pictures, Onaroll Productions, DF Pictures",Ben Wheatley,"Jason Statham, Wu Jing, Shuya Sophia Cai","based on novel or book, deep sea, sequel, underwater, shark, kaiju, civil action, mariana trench, environmental crisis, shark cage",255056482,2023,188175161.68673518
294254,tt4046784,Maze Runner: The Scorch Trials,6.731,10517,Released,2015-09-09,61000000,312296056,11.1338,131,en,"Science Fiction, Action, Thriller, Adventure","Temple Hill Entertainment, The Gotham Group, TSG Entertainment, 20th Century Fox",Wes Ball,"Dylan O'Brien, Kaya Scodelario, Thomas Brodie-Sangster","based on novel or book, escape, resistance, dystopia, maze, post-apocalyptic future, infection, on the run, zombie, storm, disease, desert, sewer, antidote, corporation, virus, runner, city ruin, immunity, based on young adult novel",251296056,2015,184414735.68673518
419430,tt5052448,Get Out,7.616,17783,Released,2017-02-24,4500000,255407969,13.1999,104,en,"Mystery, Thriller, Horror","Monkeypaw Productions, Blumhouse Productions, QC Entertainment",Jordan Peele,"Daniel Kaluuya, Allison Williams, Catherine Keener","kidnapping, externally controlled action, manipulation, dark comedy, hypnosis, parents-in-law, satire, racist, revenge, interracial relationship, disappearance, racism, psychological thriller, biting, blunt, neurosurgeon, missing person, stereotype, brain surgery, satirical, race-conscious, dreary",250907969,2017,184026648.68673518
424139,tt1502407,Halloween,6.6,4807,Released,2018-10-18,10000000,259939869,4.4272,106,en,"Horror, Thriller","Universal Pictures, Blumhouse Productions, Trancas International Films, Rough House Pictures, Miramax",David Gordon Green,"Jamie Lee Curtis, Judy Greer, Andi Matichak","post-traumatic stress disorder (ptsd), trauma, halloween, knife, illinois, sequel, murder, boogeyman, serial killer, slasher, murderer, aggressive, escaped killer, requel, holiday horror",249939869,2018,183058548.68673518
350312,tt4849438,Bāhubali 2: The Conclusion,7.437,762,Released,2017-04-27,31000000,280700000,3.779,166,te,"Action, Adventure, Fantasy",Arka Media Works,S. S. Rajamouli,"Prabhas, Rana Daggubati, Anushka Shetty","kingdom, bilingual",249700000,2017,182818679.68673518
667538,tt5090568,Transformers: Rise of the Beasts,7.245,4861,Released,2023-06-06,195000000,441381193,18.5887,127,en,"Science Fiction, Adventure, Action","Skydance Media, Paramount Pictures, di Bonaventura Pictures, Bay Films, New Republic Pictures, DeSanto/Murphy Productions, Hasbro",Steven Caple Jr.,"Anthony Ramos, Dominique Fishback, Peter Cullen","peru, alien, end of the world, based on toy, robot, duringcreditsstinger, 1990s, brother brother relationship",246381193,2023,179499872.68673518
496243,tt6751668,Parasite,8.5,18909,Released,2019-05-30,11363000,257591776,28.6873,133,ko,"Comedy, Thriller, Drama",Barunson E&A,Bong Joon Ho,"Song Kang-ho, Lee Sun-kyun, Cho Yeo-jeong","dark comedy, private lessons, birthday party, con artist, working class, psychological thriller, class differences, housekeeper, tutor, family, crime family, unemployed, wealthy family, south korea, relaxed, seoul, south korea",246228776,2019,179347455.68673518
346648,tt4468740,Paddington 2,7.457,2468,Released,2017-11-09,40000000,283692036,8.5061,104,en,"Adventure, Comedy, Family","StudioCanal, Heyday Films, Anton Capital Entertainment",Paul King,"Ben Whishaw, Sally Hawkins, Hugh Bonneville","london, england, based on novel or book, sequel, bear, train, based on children's book, animals, aging actor, live action and animation",243692036,2017,176810715.68673518
438631,tt1160419,Dune,7.782,13393,Released,2021-09-15,165000000,407573628,25.0571,155,en,"Science Fiction, Adventure",Legendary Pictures,Denis Villeneuve,"Timothée Chalamet, Rebecca Ferguson, Oscar Isaac","empire, future, epic, army, based on novel or book, prophecy, dystopia, emperor, sand, spice, hallucinogen, treason, baron, revenge, premonition, betrayal, space, water shortage, creature, desert, knife fight, destiny, giant worm, space opera, sand dune, messiah, domineering, mother son relationship, wonder, giant creature, suspenseful, intense, bold, commanding, foreboding, powerful",242573628,2021,175692307.68673518
520763,tt8332922,A Quiet Place Part II,7.473,6742,Released,2021-05-21,55000000,297372261,10.2912,96,en,"Science Fiction, Thriller, Horror","Paramount Pictures, Platinum Dunes, Sunday Night Productions",John Krasinski,"Emily Blunt, John Krasinski, Millicent Simmonds","new york city, island, post-apocalyptic future, radio transmission, alien life-form, death of father, child in peril, sequel, alien, flashback, psychological thriller, creature, alien invasion, parenting, family, survival horror, alien monster, human vs alien, sign languages, alien attack, hostile, hearing impaired, newborn baby, anxious, dreary, suspenseful, tense, frightened",242372261,2021,175490940.68673518
299824,tt4276752,Mojin: The Lost Legend,6.201,236,Released,2015-12-18,37000000,278300000,1.439,127,zh,"Action, Adventure, Fantasy",Beijing Enlight Pictures,Wuershan,"Chen Kun, Huang Bo, Shu Qi","love triangle, past, flashback, zombie, tomb, grave robbing, treasure hunter, mojin",241300000,2015,174418679.68673518
228165,tt2279373,The SpongeBob Movie: Sponge Out of Water,6.087,2384,Released,2015-01-28,74000000,311594032,6.7972,93,en,"Family, Adventure, Comedy, Fantasy, Animation","Paramount Animation, Paramount Pictures, Nickelodeon Movies, United Plankton Pictures, Film Victoria, Rough Draft Studios, Disruption Entertainment",Paul Tibbitt,"Tom Kenny, Bill Fagerbakke, Rodger Bumpass","sea, ocean, villain, sequel, computer animation, based on cartoon, pirate, superhero team, aftercreditsstinger, live action and animation, based on tv series, traditional animation",237594032,2015,170712711.68673518
678512,tt7599146,Sound of Freedom,7.992,2512,Released,2023-07-03,14500000,250600000,7.3362,131,en,"Action, Drama",Santa Fe Films,Alejandro Monteverde,"Jim Caviezel, Mira Sorvino, Bill Camp","kidnapping, human trafficking, based on true story, child kidnapping, aggressive, zealous, lost children, children in danger, colombia, appreciative, awestruck",236100000,2023,169218679.68673518
458723,tt6857112,Us,6.96,7503,Released,2019-03-14,20000000,256067149,9.1174,116,en,"Horror, Mystery, Thriller","Monkeypaw Productions, Universal Pictures, Perfect World Pictures, Blumhouse Productions, QC Entertainment",Jordan Peele,"Lupita Nyong'o, Winston Duke, Elisabeth Moss","mask, boardwalk, murder, psychological thriller, fear, family vacation, home invasion, amusement park, doppelgänger, santa cruz, california, 1980s, duality",236067149,2019,169185828.68673518
399579,tt0437086,Alita: Battle Angel,7.237,9374,Released,2019-01-31,170000000,405000000,13.1712,122,en,"Action, Science Fiction, Adventure","Troublemaker Studios, Lightstorm Entertainment, 20th Century Fox, TSG Entertainment",Robert Rodriguez,"Rosa Salazar, Christoph Waltz, Jennifer Connelly","martial arts, bounty hunter, dystopia, extreme sports, superhero, cyberpunk, based on manga, female cyborg, live action remake, floating city, gunnm, suspenseful, assertive, enraged, straightforward",235000000,2019,168118679.68673518
454626,tt3794354,Sonic the Hedgehog,7.309,9862,Released,2020-02-12,85000000,319715683,20.8229,99,en,"Action, Science Fiction, Comedy, Family","Original Film, Blur Studio, Marza Animation Planet, Paramount Pictures, SEGA, SEGA of America",Jeff Fowler,"Ben Schwartz, James Marsden, Tika Sumpter","friendship, video game, san francisco, california, road trip, cop, based on video game, duringcreditsstinger, bar fight, hedgehog, live action and animation, live action remake, playful, flossing, joyous, adoring, joyful",234715683,2020,167834362.68673518
228161,tt2224026,Home,6.79,4018,Released,2015-03-18,135000000,368871007,5.804,94,en,"Fantasy, Comedy, Animation, Science Fiction, Family",DreamWorks Animation,Tim Johnson,"Jim Parsons, Rihanna, Steve Martin","spacecraft, villain, alien, space, alien invasion, alien friendship, awful leader, taking resposibility",233871007,2015,166989686.68673518
324849,tt4116284,The Lego Batman Movie,7.224,5092,Released,2017-02-08,80000000,311950384,7.1233,104,en,"Animation, Action, Comedy, Family","Lin Pictures, Animal Logic, DC Entertainment, Lord Miller, Warner Bros. Pictures, LEGO, Warner Animation Group, RatPac Entertainment",Chris McKay,"Will Arnett, Michael Cera, Rosario Dawson","superhero, based on comic, based on toy, spin off, super power, lego, sarcastic, sardonic, wry",231950384,2017,165069063.68673518
968051,tt10160976,The Nun II,6.7,2146,Released,2023-09-06,38500000,269670590,11.6415,110,en,Horror,"New Line Cinema, Atomic Monster, The Safran Company",Michael Chaves,"Taissa Farmiga, Jonas Bloquet, Storm Reid","france, nun, bullying, sequel, priest, religion, church, demon, gothic horror, demonic possession, praying, duringcreditsstinger, 1950s, demonic, girls' school, convent, the conjuring universe",231170590,2023,164289269.68673518
76341,tt1392190,Mad Max: Fury Road,7.621,22993,Released,2015-05-13,150000000,378858340,19.7331,121,en,"Action, Adventure, Science Fiction","Warner Bros. Pictures, Village Roadshow Pictures, Kennedy Miller Mitchell, RatPac Entertainment",George Miller,"Tom Hardy, Charlize Theron, Nicholas Hoult","rescue, future, australia, chase, dystopia, post-apocalyptic future, survival, on the run, on the road, desert, convoy, peak oil, dark future, car, suspenseful, intense, awestruck, commanding, hopeful",228858340,2015,161977019.68673518
402900,tt5164214,Ocean's Eight,6.973,8396,Released,2018-06-07,70000000,297718711,8.0606,111,en,"Crime, Comedy, Action","Village Roadshow Pictures, Warner Bros. Pictures, Larger Than Life Productions, Rahway Road Productions",Gary Ross,"Sandra Bullock, Cate Blanchett, Sarah Paulson","new york city, heist, spin off, estranged sister, the met gala, cliché",227718711,2018,160837390.68673518
450465,tt6823368,Glass,6.663,8624,Released,2019-01-16,20000000,246999039,8.0435,129,en,"Thriller, Drama, Science Fiction","Blinding Edge Pictures, Blumhouse Productions, Perfect World Pictures",M. Night Shyamalan,"James McAvoy, Bruce Willis, Samuel L. Jackson","philadelphia, pennsylvania, superhero, villain, sequel, psychiatric hospital, comic book shop, super power, mental illness, macabre, multiple personality, mysterious, dissociative identity disorder, surveillance specialist, ominous",226999039,2019,160117718.68673518
336843,tt4500922,Maze Runner: The Death Cure,7.096,7933,Released,2018-01-10,62000000,288175335,10.4464,143,en,"Science Fiction, Action, Adventure, Thriller","The Gotham Group, Temple Hill Entertainment, 20th Century Fox, Oddball Entertainment",Wes Ball,"Dylan O'Brien, Kaya Scodelario, Thomas Brodie-Sangster","based on novel or book, fight, maze, post-apocalyptic future, imprisonment, terminal illness, mad scientist, trial, sequel, survival, murder, zombie, doctor, battle, vaccine, scientist, killer, desert, labyrinth, combat, illness, cure, zombie apocalypse, runner, universal cure, based on young adult novel",226175335,2018,159294014.68673518
47933,tt1628841,Independence Day: Resurgence,5.3,6126,Released,2016-06-22,165000000,389681935,5.1845,120,en,"Action, Adventure, Science Fiction","20th Century Fox, TSG Entertainment, Centropolis Entertainment, Stereo D",Roland Emmerich,"Liam Hemsworth, Jeff Goldblum, Jessie T. Usher","alien, alien invasion",224681935,2016,157800614.68673518
136799,tt1679335,Trolls,6.639,3629,Released,2016-10-13,125000000,347337803,8.6085,92,en,"Family, Animation, Fantasy, Adventure, Comedy, Music",DreamWorks Animation,Mike Mitchell,"Anna Kendrick, Justin Timberlake, Zooey Deschanel","friendship, hunger, villain, musical, based on toy, troll, kids, jukebox musical",222337803,2016,155456482.68673518
550988,tt6264654,Free Guy,7.482,9023,Released,2021-08-11,110000000,331526598,10.012,115,en,"Comedy, Adventure, Science Fiction","Berlanti Productions, 21 Laps Entertainment, Maximum Effort, Lit Entertainment Group, 20th Century Studios",Shawn Levy,"Ryan Reynolds, Jodie Comer, Joe Keery","hero, artificial intelligence (a.i.), video game, virtual reality, gun, code, gamer, bank robbery, bank teller, programmer, mmorpg, heroic, vrmmo",221526598,2021,154645277.68673518
400650,tt5028340,Mary Poppins Returns,6.512,3340,Released,2018-12-13,130000000,348807090,3.1891,131,en,"Fantasy, Family, Comedy","Walt Disney Pictures, Marc Platt Productions, Lucamar Productions",Rob Marshall,"Emily Blunt, Lin-Manuel Miranda, Ben Whishaw","london, england, based on novel or book, magic, nanny, musical, family relationships, sequel, animated scene, female protagonist, housekeeper, family, discipline, depression era, live action and animation, 1930s",218807090,2018,151925769.68673518
373571,tt3741700,Godzilla: King of the Monsters,6.694,6297,Released,2019-05-29,170000000,387300138,8.131,132,en,"Science Fiction, Action","Legendary Pictures, Huahua Media, TOHO",Michael Dougherty,"Kyle Chandler, Vera Farmiga, Millie Bobby Brown","mexico, boston, massachusetts, giant monster, cryptozoology, eco terrorism, creature feature, rodan, kaiju, aftercreditsstinger, global threat, animal horror, king ghidorah, sunken city, mothra, godzilla",217300138,2019,150418817.68673518
291805,tt3110958,Now You See Me 2,6.822,10867,Released,2016-06-02,120000000,334897606,7.0178,129,en,"Crime, Thriller, Action, Mystery","Summit Entertainment, K/O Paper Products, TIK Films, Lionsgate",Jon M. Chu,"Jesse Eisenberg, Mark Ruffalo, Woody Harrelson","prison, new york city, magic, kidnapping, fbi, card trick, secret society, hypnosis, illusion, twin brother, heist, revenge, vigilante, on the run, fake death, macau, curious, perception, illusionist, secrecy, illusionism, debunker, sleight of hand, fbi agent",214897606,2016,148016285.68673518
381284,tt4846340,Hidden Figures,8.055,9904,Released,2016-12-10,25000000,235957472,13.5869,127,en,"Drama, History","Fox 2000 Pictures, Levantine Films, Chernin Entertainment",Theodore Melfi,"Taraji P. Henson, Octavia Spencer, Janelle Monáe","nasa, mathematics, sexism, biography, racial segregation, racism, historical fiction, scientist, space race, discrimination, 1960s, space program, african american history, apologetic, arrogant, authoritarian, callous, condescending, disrespectful, earnest, frustrated",210957472,2016,144076151.68673518
260514,tt3606752,Cars 3,6.852,5980,Released,2017-06-15,175000000,383925276,11.5241,102,en,"Family, Animation, Adventure, Comedy",Pixar,Brian Fee,"Owen Wilson, Cristela Alonzo, Chris Cooper","sports, trainer, villain, sequel, anthropomorphism, travel, racing, high tech, aftercreditsstinger",208925276,2017,142043955.68673518
455207,tt3104988,Crazy Rich Asians,7.064,3705,Released,2018-08-15,30000000,238539198,7.1772,121,en,"Comedy, Romance","SK Global Entertainment, Color Force, Ivanhoe Pictures, Electric Somewhere, Warner Bros. Pictures",Jon M. Chu,"Constance Wu, Henry Golding, Michelle Yeoh","based on novel or book, professor, singapore, wedding, east asian lead, wealthy family, asian american",208539198,2018,141657877.68673518
338953,tt4123432,Fantastic Beasts: The Secrets of Dumbledore,6.647,4658,Released,2022-04-06,200000000,407200000,10.5776,142,en,"Fantasy, Adventure","Warner Bros. Pictures, Heyday Films",David Yates,"Eddie Redmayne, Jude Law, Mads Mikkelsen","prison, witch, berlin, germany, magic, election campaign, affectation, curse, bhutan, lgbt, fantasy world, wizard, magical creature, 1930s, based on young adult novel, good versus evil, amused, powerful",207200000,2022,140318679.68673518
521029,tt8350360,Annabelle Comes Home,6.403,3576,Released,2019-06-26,27000000,231252591,7.991,106,en,Horror,"Atomic Monster, The Safran Company, New Line Cinema",Gary Dauberman,"Mckenna Grace, Madison Iseman, Katie Sarife","supernatural, babysitter, priest, doll, creepy doll, jump scare, possessed doll, supernatural power, the conjuring universe",204252591,2019,137371270.68673518
614934,tt3704428,Elvis,7.499,3537,Released,2022-06-22,85000000,288670284,5.4069,159,en,"Drama, Music, History","Warner Bros. Pictures, Bazmark, The Jackal Group",Baz Luhrmann,"Austin Butler, Tom Hanks, Olivia DeJonge","rock 'n' roll, biography, based on true story, singer, music business, 1950s, apathetic, disdainful",203670284,2022,136788963.68673518
524434,tt9032400,Eternals,6.823,8492,Released,2021-11-03,200000000,402064899,12.4253,156,en,"Science Fiction, Action, Adventure",Marvel Studios,Chloé Zhao,"Gemma Chan, Richard Madden, Angelina Jolie","superhero, supernatural, based on comic, alien, super power, lgbt, aftercreditsstinger, marvel cinematic universe (mcu), woman director, sign languages, ancient, god-like, clinical",202064899,2021,135183578.68673518
882598,tt15474916,Smile,6.667,3522,Released,2022-09-23,17000000,217408513,12.0163,115,en,"Horror, Mystery","Paramount Players, Temple Hill Entertainment",Parker Finn,"Sosie Bacon, Kyle Gallner, Jessie T. Usher","suicide, new jersey, post-traumatic stress disorder (ptsd), therapist, detective, paranoia, trauma, curse, hospital, doctor, mental illness, evil, self-harm, demonic, smile, based on short, body horror",200408513,2022,133527192.68673518
677179,tt11145118,Creed III,7.115,2608,Released,2023-03-01,75000000,275300000,8.9668,116,en,"Drama, Action","Metro-Goldwyn-Mayer, Chartoff-Winkler Productions, Proximity Media, Outlier Society",Michael B. Jordan,"Michael B. Jordan, Tessa Thompson, Jonathan Majors","husband wife relationship, philadelphia, pennsylvania, sports, deaf, sequel, orphan, former best friend, ex-con, childhood friends, juvenile detention center, boxing, prodigy, intense, assertive, audacious",200300000,2023,133418679.68673518
436270,tt6443346,Black Adam,6.871,6499,Released,2022-10-19,200000000,393452111,12.1678,125,en,"Action, Adventure, Science Fiction","New Line Cinema, Flynn Picture Company, DC Films, Seven Bucks Productions, Warner Bros. Pictures",Jaume Collet-Serra,"Dwayne Johnson, Aldis Hodge, Noah Centineo","lightning, superhero, anti hero, based on comic, demon, superhero team, duringcreditsstinger, dc extended universe (dceu)",193452111,2022,126570790.68673518
274870,tt1355644,Passengers,6.952,13479,Released,2016-12-21,110000000,303144152,10.5669,116,en,"Drama, Romance, Science Fiction","Columbia Pictures, Village Roadshow Pictures, Original Film, Company Films, Start Motion Pictures, LStar Capital, Wanda Pictures",Morten Tyldum,"Jennifer Lawrence, Chris Pratt, Michael Sheen","android, spacecraft, asteroid, isolation, shower, hibernation, swimming pool, automation, space, robot, space station, lying, gravity, trapped in space, malfunction, cryonics, romantic, cliché, sceptical, proprietary, fusion reactor",193144152,2016,126262831.68673518
339403,tt3890160,Baby Driver,7.4,15986,Released,2017-06-28,34000000,226945087,10.707,113,en,"Action, Crime","Big Talk Studios, Working Title Films, MRC",Edgar Wright,"Ansel Elgort, Kevin Spacey, Lily James","robbery, waitress, atlanta, crime boss, romance, heist, getaway car, on the run, shootout, bank robbery, getaway driver, sign languages, armed robbery, aggressive, hearing impaired, joyful, urgent",192945087,2017,126063766.68673518
274167,tt1528854,Daddy's Home,6.286,3248,Released,2015-12-25,50000000,242786137,6.9647,96,en,Comedy,"Paramount Pictures, Gary Sanchez Productions, Red Granite Pictures",Sean Anders,"Will Ferrell, Mark Wahlberg, Linda Cardellini","father, family",192786137,2015,125904816.68673518
296096,tt2674426,Me Before You,7.928,12594,Released,2016-06-01,20000000,207945075,14.2843,110,en,"Drama, Romance","New Line Cinema, Sunswept Entertainment, Metro-Goldwyn-Mayer",Thea Sharrock,"Emilia Clarke, Sam Claflin, Janet McTeer","depression, small town, based on novel or book, england, artist, wheelchair, romance, love, caretaker, caregiver, disabled, valentine's day, twenty something, woman director, accident",187945075,2016,121063754.68673518
262500,tt2908446,Insurgent,6.364,10092,Released,2015-03-18,110000000,297002527,8.5639,119,en,"Action, Science Fiction, Thriller","Summit Entertainment, Red Wagon Entertainment, Mandeville Films, NeoReel, Lionsgate",Robert Schwentke,"Shailene Woodley, Theo James, Miles Teller","based on novel or book, revolution, dystopia, sequel, based on young adult novel",187002527,2015,120121206.68673518
449924,tt2076298,Ip Man 4: The Finale,7.273,1988,Released,2019-12-19,52000000,239000000,2.4507,107,cn,"Action, History, Drama","Mandarin Films, Tin Tin Film Production",Wilson Yip,"Donnie Yen, Wu Yue, Vanness Wu","immigrant, martial arts, kung fu, california, fight, san francisco, california, chinatown, karate, based on true story, sequel, cancer, racism, chinese, wing chun, 1960s, san francisco, factual",187000000,2019,120118679.68673518
283366,tt1935859,Miss Peregrine's Home for Peculiar Children,6.8,10099,Released,2016-09-27,110000000,296482446,7.5472,127,en,"Fantasy, Adventure, Drama, Family, Thriller","Chernin Entertainment, Tim Burton Productions, TSG Entertainment, 20th Century Fox",Tim Burton,"Eva Green, Asa Butterfield, Samuel L. Jackson","wales, children's home, shapeshifting, falcon, time travel, orphan, super power, nostalgic, 1940s, based on young adult novel",186482446,2016,119601125.68673518
435800,tt5273624,Journey to the West: The Demons Strike Back,5.709,110,Released,2017-01-28,63900000,248805149,2.1638,109,zh,"Adventure, Fantasy, Action","Star Overseas, China Film Group Corporation, Huayi Brothers Pictures, Hehe Pictures, Dadi Film Group, Lian Ray Pictures, Wanda Pictures",Tsui Hark,"Kris Wu, Lin Gengxin, Yao Chen",kung fu,184905149,2017,118023828.68673518
364689,tt3411444,Ferdinand,7.2,2892,Released,2017-12-09,111000000,295038508,7.1384,108,en,"Animation, Family, Adventure, Comedy","Blue Sky Studios, 20th Century Fox Animation, Davis Entertainment, 20th Century Fox",Carlos Saldanha,"John Cena, Kate McKinnon, Anthony Anderson","friendship, spain, madrid, spain, europe, anthropomorphism, remake, bull, based on children's book, capture, joyous, adoring, assertive, cheerful, empathetic, enthusiastic, excited",184038508,2017,117157187.68673518
329996,tt3861390,Dumbo,6.6,4354,Released,2019-03-27,170000000,353284621,5.2992,112,en,"Family, Fantasy, Adventure","Tim Burton Productions, Walt Disney Pictures, Infinite Detective, Secret Machine Entertainment, British Film Commission, South Australian Film Corporation",Tim Burton,"Colin Farrell, Michael Keaton, Danny DeVito","elephant, circus, missouri, remake, live action and animation, 1910s, live action remake, dumbo",183284621,2019,116403300.68673518
